"Path","Title","Description","H1","H2","Main","Words","Bailout","MainToH1"
"products\voting-recording-systems\index.html","Voting &amp; Recording systems | PA System Cambodia","Voting &amp; Recording systems for PA system installations in Cambodia.","1","1","2","387","False","20665"
"products\wall-mounted-speakers\index.html","Wall Mounted Speakers | PA System Cambodia","Wall Mounted Speakers for PA system installations in Cambodia.","1","1","2","387","False","20653"
"products\zone-selector\index.html","Zone Selector | PA System Cambodia","Key Features","1","1","2","554","False","20637"
"projects\index.html","Projects in Cambodia | Mugnee Cambodia","Explore Mugnee Cambodia project references for LED display, digital signage, PA systems, and access control implementations.","1","0","2","197","False","295"
"receiving-card\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"return-policy\index.html","Return Policy Cambodia | Mugnee Cambodia","Mugnee Cambodia no return and no refund policy for supplied products, with clear after-sales support guidance.","1","9","1","807","False","22497"
"service\index.html","Service &amp; Support in Cambodia | Installation, AMC, Warranty","Mugnee Cambodia provides installation, commissioning, AMC, troubleshooting, and warranty support for LED display, signage, PA, and access control systems across Cambodia.","1","10","2","1720","False","20251"
"solutions\index.html","Solutions in Cambodia | LED Display, Digital Signage, Access Control","Explore Cambodia-ready solutions from Mugnee Cambodia: LED display, digital signage, smart classroom, access control, PA systems, and turnstile gates. Local design, installation, and long-term support.","1","12","2","1136","False","22183"
"solutions\education-smart-classroom-cambodia\index.html","Education Smart Classroom Cambodia | Interactive Learning Setup","Smart classroom solutions in Cambodia with interactive flat panels, classroom AV planning, installation, and training support.","1","8","2","572","False","22203"
"solutions\factory-pa-announcement-cambodia\index.html","Factory PA Announcement Solutions Cambodia | Industrial Audio","Factory PA announcement systems in Cambodia with zone planning, amplifier and speaker design, installation, and service support.","1","8","2","571","False","22157"
"solutions\hotel-display-solutions-cambodia\index.html","Hotel Display Solutions Cambodia | Guest Communication Systems","Hotel display solutions in Cambodia for lobby communication, event schedules, wayfinding, and branded digital display deployment.","1","8","2","574","False","22152"
"solutions\indoor-communication-solutions-cambodia\index.html","Indoor Communication Solutions Cambodia | LED &amp; Digital Signage","Indoor communication solution in Cambodia with LED display, digital signage, CMS planning, installation, and ongoing support for offices, hotels, and public spaces.","1","8","2","605","False","22228"
"solutions\office-access-control-cambodia\index.html","Office Access Control Cambodia | Entry Security Solutions","Office access control solutions in Cambodia with RFID, biometric, turnstile integration, deployment planning, and ongoing support.","1","8","2","582","False","22183"
"solutions\outdoor-campaign-solutions-cambodia\index.html","Outdoor Campaign Solutions Cambodia | LED Billboard Planning","Outdoor campaign solutions in Cambodia for LED billboard visibility, roadside placement strategy, installation workflow, and maintenance support.","1","8","2","593","False","22191"
"solutions\retail-digital-signage-cambodia\index.html","Retail Digital Signage Cambodia | Store &amp; Mall Display Solutions","Retail digital signage solutions for Cambodia stores and malls with content workflow, LED display selection, installation, and local support.","1","8","2","586","False","22193"
"terms-and-conditions\index.html","Terms and Conditions Cambodia 2026 | Mugnee Cambodia","Read Mugnee Cambodia terms and conditions for LED display, PA system, interactive flat panel, and access control projects across Cambodia, including payment, delivery, warranty, and legal terms.","1","15","1","980","False","21923"
"turnstile-gate\index.html","Turnstile Gate Cambodia | Supply &amp; Installation","Professional turnstile gate solutions in Cambodia for offices, factories, schools, and public venues. Flap, tripod, speed, and full-height turnstiles with RFID, QR, biometric integration, and installation support.","1","10","2","1675","False","25243"
"video-processor\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","0","0","1","172","False","-1"
"_not-found\index.html","Mugnee Cambodia","LED Display &amp; Smart Solutions in Cambodia","1","0","2","188","False","273"
